#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:coalescent_coalescent" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:coalescent_coalescent" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:coalescent_coalescent" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:coalescent_coalescent" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:coalescent_coalescent">
#                    <taxonset id="TaxonSet.coalescent_coalescent" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="RBprior.s:coalescent_coalescent" spec="beast.math.distributions.RBPrior">
#            <count id="RBcount.s:coalescent_coalescent" lower="0" spec="beast.core.parameter.IntegerParameter" upper="5">5</count>
#            <parameter dimension="5" id="RBrates.s:coalescent_coalescent" lower="0.01" name="x" upper="100.0">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">0.2</parameter>
#                <parameter id="RealParameter.01" lower="0.0" name="beta" upper="0.0">5.0</parameter>
#            </Gamma>
#        </distribution>
#        <prior id="PopSizePrior.t:coalescent_coalescent" name="distribution" x="@popSize.t:coalescent_coalescent">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@coalescent_coalescent" id="treeLikelihood.coalescent_coalescent" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:coalescent_coalescent">
#            <siteModel id="SiteModel.s:coalescent_coalescent" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:coalescent_coalescent" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:coalescent_coalescent" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:coalescent_coalescent" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel count="@RBcount.s:coalescent_coalescent" id="RB.s:coalescent_coalescent" rates="@RBrates.s:coalescent_coalescent" spec="beast.evolution.substitutionmodel.RB">
#                    <frequencies data="@coalescent_coalescent" id="freqs.s:coalescent_coalescent" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:coalescent_coalescent" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:coalescent_coalescent" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	RBcount	RBrates.1	RBrates.2	RBrates.3	RBrates.4	RBrates.5	popSize	CoalescentConstant	
0	-91.52212339290776	-67.26166516491834	-24.260458227989417	-67.26166516491834	1.8464405131422994	5	1.0	1.0	1.0	1.0	1.0	0.3	-15.234674007727335	
1000	-28.509640694155273	-29.7563149037011	1.2466742095458272	-29.7563149037011	0.8559630712443129	5	0.3972156682192979	2.722867705833927	0.3892734074872782	0.1665020112645247	0.04553797056775695	0.287705149879307	5.377275253875432	
2000	-30.047212379208215	-30.116067638040516	0.06885525883229948	-30.116067638040516	1.869799349271901	0	0.5199565150292489	0.2778156550284198	0.31285924952195243	1.2164510394984964	0.015624694438943322	0.4608589597106451	-0.7058079681922079	
3000	-23.919096105655104	-30.720073340357768	6.800977234702664	-30.720073340357768	0.5179265362534395	0	0.8968314874490445	0.023270993083724364	0.31285924952195243	1.2164510394984964	0.015624694438943322	0.31223317031360104	5.63697220515869	
4000	-33.8920666641325	-31.32660313180947	-2.5654635323230317	-31.32660313180947	0.7938563628355555	4	0.4350979448876181	0.18476234170404623	2.063555976244824	0.7154045236581319	2.58739283377431	0.3235453545075438	2.664613897977127	
5000	-23.16143366489884	-27.654404337508588	4.492970672609747	-27.654404337508588	0.7394322869503305	2	0.9721824846335908	0.0175578105141698	3.6245722784697545	0.052343711863625395	2.58739283377431	0.45306663254975105	4.334730960655259	
6000	-30.529794574647717	-28.705615619318692	-1.8241789553290246	-28.705615619318692	1.6644242428310867	2	1.728770001560999	1.1190243912149618	0.06726018043892011	0.17534631684404142	1.7833085249563	0.27815139949851203	1.6855869422886052	
7000	-20.308555279286097	-30.715514946478542	10.406959667192446	-30.715514946478542	0.4384287396955902	0	0.8557661724831026	0.7933973060235179	0.06726018043892011	0.17534631684404142	1.7833085249563	0.12429777493058027	8.321884485766915	
8000	-14.009559416676023	-28.421623797886287	14.412064381210264	-28.421623797886287	0.4293975012241156	0	0.40300460993394494	0.7933973060235179	0.06726018043892011	0.17534631684404142	1.7833085249563	0.10946176252520402	12.199884389816859	
9000	-30.651794950844007	-30.749660767529104	0.09786581668509631	-30.749660767529104	1.2231010570954919	2	1.1757267285140323	1.3700569324901124	2.293169735912005	0.17534631684404142	1.7833085249563	0.2332219488973528	3.224551645712059	
10000	-25.4789773360611	-32.92501183223083	7.4460344961697285	-32.92501183223083	0.2803025558265202	2	2.011525315538738	0.6543310874604855	0.17597024389971588	0.17534631684404142	1.7833085249563	0.07697362887267156	9.326617382278965	
